,Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros
735526,31/3/2021,Mar-21,3403434,5003451-51,21021247,33,893133-33,20,23.46
735527,31/3/2021,Mar-21,3403434,5003451-51,21021247,34,964859-59,20,24.73
735528,31/3/2021,Mar-21,3403434,5003451-51,21021247,35,875709-09,25,15.94
735529,31/3/2021,Mar-21,3403434,5003451-51,21021247,36,875710-10,50,31.88
735530,31/3/2021,Mar-21,3403434,5003451-51,21021247,37,905470-70,50,55.98
735531,31/3/2021,Mar-21,3403434,5003451-51,21021247,38,875711-11,25,27.99
735532,31/3/2021,Mar-21,3403434,5003451-51,21021247,39,875593-93,25,41.85
735533,31/3/2021,Mar-21,3403434,5003451-51,21021247,40,9581661-61,12,26.28
735534,31/3/2021,Mar-21,3403434,5003451-51,21021247,41,8757121-21,25,17.52
735535,31/3/2021,Mar-21,3403434,5003451-51,21021247,42,841360-60,48,53.97
735536,31/3/2021,Mar-21,3403434,5003451-51,21021247,43,841362-62,24,28.74
735537,31/3/2021,Mar-21,3403434,5003451-51,21021247,47,918470-70,10,6.47
735538,31/3/2021,Mar-21,3403434,5003451-51,21021247,48,920293-93,25,39.91
735539,31/3/2021,Mar-21,3403434,5003451-51,21021247,49,888681-81,24,44.74
735540,31/3/2021,Mar-21,3403434,5003451-51,21021247,50,8289641-41,12,35.28
735541,31/3/2021,Mar-21,3403434,5003451-51,21021247,51,82902912-12,24,30.61
735542,31/3/2021,Mar-21,3403434,5003451-51,21021247,52,921218-18,60,130.84
746787,1/4/2021,Mar-21,3403434,5029913-13,21020520,1,952530-30,2400,4403.52
746788,1/4/2021,Mar-21,3403434,5029913-13,21020520,2,830622-22,900,1368.09
746789,1/4/2021,Mar-21,3403434,5029913-13,21022127,1,802052-52,1200,1236.84
746790,1/4/2021,Mar-21,3403434,5029913-13,21022127,2,802051-51,1200,1236.84
746791,1/4/2021,Mar-21,3403434,5029913-13,21022127,3,802054-54,1200,1236.84
746792,1/4/2021,Mar-21,3403434,5029913-13,21022127,4,802063-63,560,453.26
746793,1/4/2021,Mar-21,3403434,5029913-13,21022127,5,8128741-41,1400,3381.7
746794,1/4/2021,Mar-21,3403434,5029913-13,21022127,6,880410-10,700,982.66
746795,1/4/2021,Mar-21,3403434,5029913-13,21022127,7,875586-86,700,982.66
746796,1/4/2021,Mar-21,3403434,5029913-13,21022127,8,8757151-51,250,766.7
746797,1/4/2021,Mar-21,3403434,5029913-13,21022127,9,1199005728-28,576,1242.03
746798,1/4/2021,Mar-21,3403434,5029913-13,21022127,10,875593-93,950,2174.55
746799,1/4/2021,Mar-21,3403434,5029913-13,21022127,11,802078-78,200,252.94
746800,1/4/2021,Mar-21,3403434,5029913-13,21022127,12,802064-64,1120,906.53
746801,1/4/2021,Mar-21,3403434,5029913-13,21022127,13,875710-10,700,579.88
746802,1/4/2021,Mar-21,3403434,5029913-13,21022127,14,880409-09,600,937.14
746803,1/4/2021,Mar-21,3403434,5029913-13,21022127,15,8871292-92,560,941.92
746804,1/4/2021,Mar-21,3403434,5029913-13,21022127,16,892273-73,700,982.66
746805,1/4/2021,Mar-21,3403434,5029913-13,21022127,17,893133-33,380,579.08
746806,1/4/2021,Mar-21,3403434,5029913-13,21022127,18,895956-56,560,757.79
746807,1/4/2021,Mar-21,3403434,5029913-13,21022127,19,902126-26,560,941.92
746808,1/4/2021,Mar-21,3403434,5029913-13,21022127,20,905470-70,500,727.15
746809,1/4/2021,Mar-21,3403434,5029913-13,21022127,21,9078342-42,240,505.37
746810,1/4/2021,Mar-21,3403434,5029913-13,21022127,22,927818-18,2130,7542.54
746811,1/4/2021,Mar-21,3403434,5029913-13,21022127,22,927818-18,990,3505.69
746812,1/4/2021,Mar-21,3403434,5029913-13,21022127,22,927818-18,960,3399.46
746813,1/4/2021,Mar-21,3403434,5029913-13,21022127,23,964787-87,1120,1012.82
746814,1/4/2021,Mar-21,3403434,5029913-13,21022127,24,964859-59,380,610.32
746815,1/4/2021,Mar-21,3403434,5029913-13,21022127,25,9672961-61,800,1618.8
746816,1/4/2021,Mar-21,3403434,5029913-13,21022127,26,8871561-61,840,977.34
746817,1/4/2021,Mar-21,3403434,5029913-13,21022127,27,8479004-04,560,1193.36
746818,1/4/2021,Mar-21,3403434,5029913-13,21022127,28,8902742-42,375,339.11
746819,1/4/2021,Mar-21,3403434,5029913-13,21022127,29,920293-93,375,777.79
746820,1/4/2021,Mar-21,3403434,5029913-13,21022127,30,937508-08,520,1584.91
746821,1/4/2021,Mar-21,3403434,5029913-13,21022127,31,888681-81,336,813.76
783644,7/4/2021,Apr-21,3403434,5029913-13,21023078,1,918777-77,960,1561.92
786168,7/4/2021,Apr-21,3403434,5340672-72,21001118,1,952547-47,3600,2772
786169,7/4/2021,Apr-21,3403434,5340672-72,21001118,2,8949591-91,6000,2940
792860,8/4/2021,Apr-21,3403434,5397843-43,21023760,1,802063-63,200,182.4
792861,8/4/2021,Apr-21,3403434,5397843-43,21023760,2,802065-65,200,182.4
792862,8/4/2021,Apr-21,3403434,5397843-43,21023760,3,802064-64,200,182.4
792863,8/4/2021,Apr-21,3403434,5397843-43,21023760,4,802077-77,300,427.5
792864,8/4/2021,Apr-21,3403434,5397843-43,21023760,5,887776-76,200,285
792865,8/4/2021,Apr-21,3403434,5397843-43,21023760,6,919289-89,200,330.6
792866,8/4/2021,Apr-21,3403434,5397843-43,21023760,7,8022921-21,100,145.35
792867,8/4/2021,Apr-21,3403434,5397843-43,21023760,8,888751-51,96,112.18
792868,8/4/2021,Apr-21,3403434,5397843-43,21023760,9,861126-26,250,197.73
792869,8/4/2021,Apr-21,3403434,5397843-43,21023760,10,875586-86,250,395.43
792870,8/4/2021,Apr-21,3403434,5397843-43,21023760,11,8902764-64,75,34.73
792871,8/4/2021,Apr-21,3403434,5397843-43,21023760,12,964859-59,100,180.97
792872,8/4/2021,Apr-21,3403434,5397843-43,21023760,13,8128704-04,300,429.63
792873,8/4/2021,Apr-21,3403434,5397843-43,21023760,14,897001-01,125,233.34
792874,8/4/2021,Apr-21,3403434,5397843-43,21023760,15,8871561-61,250,327.75
792875,8/4/2021,Apr-21,3403434,5397843-43,21023760,16,8308601-01,300,280.02
792876,8/4/2021,Apr-21,3403434,5397843-43,21023760,17,875708-08,50,75.17
792877,8/4/2021,Apr-21,3403434,5397843-43,21023760,18,942082-82,60,117.56
792878,8/4/2021,Apr-21,3403434,5397843-43,21023760,19,8308591-91,100,93.34
792879,8/4/2021,Apr-21,3403434,5397843-43,21023760,20,8902753-53,125,96.19
792880,8/4/2021,Apr-21,3403434,5397843-43,21023760,21,8803271-71,200,148.2
792881,8/4/2021,Apr-21,3403434,5397843-43,21023760,22,8308621-21,200,186.68
792882,8/4/2021,Apr-21,3403434,5397843-43,21023760,23,8755761-61,250,185.25
801495,9/4/2021,Apr-21,3403434,5029913-13,21023570,1,802052-52,1200,1236.84
801496,9/4/2021,Apr-21,3403434,5029913-13,21023570,2,802054-54,1200,1236.84
801497,9/4/2021,Apr-21,3403434,5029913-13,21023570,3,802063-63,560,453.26
801498,9/4/2021,Apr-21,3403434,5029913-13,21023570,4,8128741-41,1960,4734.38
801499,9/4/2021,Apr-21,3403434,5029913-13,21023570,5,875586-86,700,982.66
801500,9/4/2021,Apr-21,3403434,5029913-13,21023570,6,1199005728-28,576,1242.03
801501,9/4/2021,Apr-21,3403434,5029913-13,21023570,7,802077-77,1600,2023.52
801502,9/4/2021,Apr-21,3403434,5029913-13,21023570,8,8803271-71,700,460.32
801503,9/4/2021,Apr-21,3403434,5029913-13,21023570,9,892273-73,700,982.66
801504,9/4/2021,Apr-21,3403434,5029913-13,21023570,10,893133-33,380,579.08
801505,9/4/2021,Apr-21,3403434,5029913-13,21023570,11,895956-56,1120,1515.58
801506,9/4/2021,Apr-21,3403434,5029913-13,21023570,12,897785-85,560,708.23
801507,9/4/2021,Apr-21,3403434,5029913-13,21023570,13,902126-26,560,941.92
801508,9/4/2021,Apr-21,3403434,5029913-13,21023570,14,905470-70,500,727.15
801509,9/4/2021,Apr-21,3403434,5029913-13,21023570,15,942103-03,560,1218.17
801510,9/4/2021,Apr-21,3403434,5029913-13,21023570,16,943457-57,400,1790.8
801511,9/4/2021,Apr-21,3403434,5029913-13,21023570,17,964859-59,380,610.32
801512,9/4/2021,Apr-21,3403434,5029913-13,21023570,18,9672961-61,1600,3237.6
801513,9/4/2021,Apr-21,3403434,5029913-13,21023570,19,992668-68,700,1478.4
801514,9/4/2021,Apr-21,3403434,5029913-13,21023570,20,999916-16,1120,1883.84
801515,9/4/2021,Apr-21,3403434,5029913-13,21023570,21,982898-98,6720,23796.19
801516,9/4/2021,Apr-21,3403434,5029913-13,21023570,22,8297732-32,768,1388.93
801517,9/4/2021,Apr-21,3403434,5029913-13,21023570,23,8871561-61,1400,1628.9
801518,9/4/2021,Apr-21,3403434,5029913-13,21023570,24,8022932-32,840,2129.99
801519,9/4/2021,Apr-21,3403434,5029913-13,21023570,25,896049-49,150,571.01
801520,9/4/2021,Apr-21,3403434,5029913-13,21023570,26,875577-77,700,433.79
801521,9/4/2021,Apr-21,3403434,5029913-13,21023570,27,841360-60,648,946.53
801522,9/4/2021,Apr-21,3403434,5029913-13,21023570,28,937508-08,260,792.45
801523,9/4/2021,Apr-21,3403434,5029913-13,21023570,29,8755831-31,500,1751.55
801524,9/4/2021,Apr-21,3403434,5029913-13,21023570,30,8902772-72,375,450.53
801525,9/4/2021,Apr-21,3403434,5029913-13,21023570,31,841800-00,400,1626.4
801526,9/4/2021,Apr-21,3403434,5029913-13,21023570,32,8571482-82,520,1328.44
812338,12/4/2021,Apr-21,3403434,5003451-51,21024117,1,802051-51,10,7.93
812339,12/4/2021,Apr-21,3403434,5003451-51,21024117,2,802052-52,50,39.67
812340,12/4/2021,Apr-21,3403434,5003451-51,21024117,3,802054-54,20,15.87
812341,12/4/2021,Apr-21,3403434,5003451-51,21024117,4,830864-64,20,29.11
812342,12/4/2021,Apr-21,3403434,5003451-51,21024117,5,830863-63,20,29.11
812343,12/4/2021,Apr-21,3403434,5003451-51,21024117,6,830865-65,20,29.11
812344,12/4/2021,Apr-21,3403434,5003451-51,21024117,7,997201-01,10,20.44
812345,12/4/2021,Apr-21,3403434,5003451-51,21024117,8,997202-02,10,20.44
812346,12/4/2021,Apr-21,3403434,5003451-51,21024117,9,982863-63,20,29.11
812347,12/4/2021,Apr-21,3403434,5003451-51,21024117,10,872726-26,10,6.38
812348,12/4/2021,Apr-21,3403434,5003451-51,21024117,11,872721-21,40,25.5
812349,12/4/2021,Apr-21,3403434,5003451-51,21024117,12,872725-25,20,12.75
812350,12/4/2021,Apr-21,3403434,5003451-51,21024117,13,872723-23,30,43.66
812351,12/4/2021,Apr-21,3403434,5003451-51,21024117,14,802063-63,20,12.46
812352,12/4/2021,Apr-21,3403434,5003451-51,21024117,15,802077-77,100,92.48
812353,12/4/2021,Apr-21,3403434,5003451-51,21024117,16,802078-78,40,36.99
812354,12/4/2021,Apr-21,3403434,5003451-51,21024117,17,897785-85,40,38.94
812355,12/4/2021,Apr-21,3403434,5003451-51,21024117,18,935588-88,20,45.37
812356,12/4/2021,Apr-21,3403434,5003451-51,21024117,19,902126-26,60,77.69
812357,12/4/2021,Apr-21,3403434,5003451-51,21024117,20,999916-16,30,38.84
812358,12/4/2021,Apr-21,3403434,5003451-51,21024117,21,946718-18,20,93.46
812359,12/4/2021,Apr-21,3403434,5003451-51,21024117,22,942103-03,20,33.49
812360,12/4/2021,Apr-21,3403434,5003451-51,21024117,23,887776-76,20,19.47
812361,12/4/2021,Apr-21,3403434,5003451-51,21024117,24,949898-98,20,19.47
812362,12/4/2021,Apr-21,3403434,5003451-51,21024117,25,895956-56,20,20.83
812363,12/4/2021,Apr-21,3403434,5003451-51,21024117,26,8871292-92,20,25.9
812364,12/4/2021,Apr-21,3403434,5003451-51,21024117,27,992668-68,25,40.64
812365,12/4/2021,Apr-21,3403434,5003451-51,21024117,28,992580-80,20,93.46
812366,12/4/2021,Apr-21,3403434,5003451-51,21024117,29,9672961-61,40,62.3
812367,12/4/2021,Apr-21,3403434,5003451-51,21024117,30,992579-79,20,93.46
812368,12/4/2021,Apr-21,3403434,5003451-51,21024117,31,964823-23,20,13.43
812369,12/4/2021,Apr-21,3403434,5003451-51,21024117,32,944017-17,20,50.23
812370,12/4/2021,Apr-21,3403434,5003451-51,21024117,33,897001-01,50,63.77
812371,12/4/2021,Apr-21,3403434,5003451-51,21024117,34,880410-10,25,27.02
812372,12/4/2021,Apr-21,3403434,5003451-51,21024117,35,921216-16,25,40.11
812373,12/4/2021,Apr-21,3403434,5003451-51,21024117,36,880409-09,25,30.06
812374,12/4/2021,Apr-21,3403434,5003451-51,21024117,37,8206444-44,20,16.65
812375,12/4/2021,Apr-21,3403434,5003451-51,21024117,38,880336-36,25,18.86
812376,12/4/2021,Apr-21,3403434,5003451-51,21024117,39,8902764-64,25,7.91
812377,12/4/2021,Apr-21,3403434,5003451-51,21024117,40,8902742-42,25,17.4
812378,12/4/2021,Apr-21,3403434,5003451-51,21024117,41,8902753-53,25,13.14
812379,12/4/2021,Apr-21,3403434,5003451-51,21024117,42,8902772-72,25,23.12
812380,12/4/2021,Apr-21,3403434,5003451-51,21024117,43,861133-33,25,13.51
812381,12/4/2021,Apr-21,3403434,5003451-51,21024117,44,8902781-81,25,14.12
812382,12/4/2021,Apr-21,3403434,5003451-51,21024117,45,8755921-21,25,10.22
812383,12/4/2021,Apr-21,3403434,5003451-51,21024117,46,8803271-71,25,12.66
812384,12/4/2021,Apr-21,3403434,5003451-51,21024117,47,8803251-51,25,45.63
812385,12/4/2021,Apr-21,3403434,5003451-51,21024117,48,893133-33,20,23.46
812386,12/4/2021,Apr-21,3403434,5003451-51,21024117,49,951344-44,20,29.5
812387,12/4/2021,Apr-21,3403434,5003451-51,21024117,50,964859-59,20,24.73
812388,12/4/2021,Apr-21,3403434,5003451-51,21024117,51,875709-09,25,15.94
812389,12/4/2021,Apr-21,3403434,5003451-51,21024117,52,875710-10,25,15.94
812390,12/4/2021,Apr-21,3403434,5003451-51,21024117,53,905470-70,25,27.99
812391,12/4/2021,Apr-21,3403434,5003451-51,21024117,54,875711-11,50,55.98
812392,12/4/2021,Apr-21,3403434,5003451-51,21024117,55,1199005728-28,24,39.84
812393,12/4/2021,Apr-21,3403434,5003451-51,21024117,56,875708-08,25,25.68
812394,12/4/2021,Apr-21,3403434,5003451-51,21024117,57,841360-60,24,26.99
812395,12/4/2021,Apr-21,3403434,5003451-51,21024117,58,8128704-04,50,48.92
812396,12/4/2021,Apr-21,3403434,5003451-51,21024117,59,8128741-41,80,148.75
812397,12/4/2021,Apr-21,3403434,5003451-51,21024117,61,982898-98,30,81.77
812398,12/4/2021,Apr-21,3403434,5003451-51,21024117,62,8705001-01,20,22.59
812399,12/4/2021,Apr-21,3403434,5003451-51,21024117,64,900338-38,30,34.46
812400,12/4/2021,Apr-21,3403434,5003451-51,21024117,65,8022932-32,20,39.04
812401,12/4/2021,Apr-21,3403434,5003451-51,21024117,69,920293-93,25,39.91
812402,12/4/2021,Apr-21,3403434,5003451-51,21024117,70,937508-08,26,61
812403,12/4/2021,Apr-21,3403434,5003451-51,21024117,71,841800-00,25,78.25
812404,12/4/2021,Apr-21,3403434,5003451-51,21024117,72,82902912-12,12,15.3
812405,12/4/2021,Apr-21,3403434,5003451-51,21024117,73,937513-13,24,45.91
812406,12/4/2021,Apr-21,3403434,5003451-51,21024117,74,8297356-56,12,21.09
812407,12/4/2021,Apr-21,3403434,5003451-51,21024117,75,83256610-10,12,8.7
812408,12/4/2021,Apr-21,3403434,5003451-51,21024117,76,9375172-72,24,26.99
812409,12/4/2021,Apr-21,3403434,5003451-51,21024117,77,926446-46,10,8.57
812410,12/4/2021,Apr-21,3403434,5003451-51,21024117,78,992712-12,20,29.01
812411,12/4/2021,Apr-21,3403434,5003451-51,21024117,79,996713-13,20,29.01
812412,12/4/2021,Apr-21,3403434,5003451-51,21024117,81,921218-18,120,261.67
823475,13/4/2021,Apr-21,3403434,5003269-69,21024558,1,8308591-91,10,6.38
823476,13/4/2021,Apr-21,3403434,5003269-69,21024558,2,8308601-01,10,6.38
823477,13/4/2021,Apr-21,3403434,5003269-69,21024558,3,8308611-11,30,19.13
823478,13/4/2021,Apr-21,3403434,5003269-69,21024558,4,8308581-81,20,12.75
823479,13/4/2021,Apr-21,3403434,5003269-69,21024558,5,8308621-21,30,19.13
823480,13/4/2021,Apr-21,3403434,5003269-69,21024558,6,830864-64,10,14.55
823481,13/4/2021,Apr-21,3403434,5003269-69,21024558,7,830863-63,20,29.11
823482,13/4/2021,Apr-21,3403434,5003269-69,21024558,8,982861-61,10,6.38
823483,13/4/2021,Apr-21,3403434,5003269-69,21024558,9,982862-62,10,6.38
823484,13/4/2021,Apr-21,3403434,5003269-69,21024558,10,802797-97,20,18.4
823485,13/4/2021,Apr-21,3403434,5003269-69,21024558,11,802798-98,20,18.4
823486,13/4/2021,Apr-21,3403434,5003269-69,21024558,12,872726-26,10,6.38
823487,13/4/2021,Apr-21,3403434,5003269-69,21024558,13,872721-21,10,6.38
823488,13/4/2021,Apr-21,3403434,5003269-69,21024558,14,872725-25,10,6.38
823489,13/4/2021,Apr-21,3403434,5003269-69,21024558,15,872723-23,30,43.66
823490,13/4/2021,Apr-21,3403434,5003269-69,21024558,16,802077-77,20,18.5
823491,13/4/2021,Apr-21,3403434,5003269-69,21024558,17,999916-16,10,12.95
823492,13/4/2021,Apr-21,3403434,5003269-69,21024558,18,895956-56,20,20.83
823493,13/4/2021,Apr-21,3403434,5003269-69,21024558,19,8871292-92,20,25.9
823494,13/4/2021,Apr-21,3403434,5003269-69,21024558,20,9649051-51,20,25.99
823495,13/4/2021,Apr-21,3403434,5003269-69,21024558,21,880336-36,25,18.86
823496,13/4/2021,Apr-21,3403434,5003269-69,21024558,22,875582-82,25,18.86
823497,13/4/2021,Apr-21,3403434,5003269-69,21024558,23,8902764-64,25,7.91
823498,13/4/2021,Apr-21,3403434,5003269-69,21024558,24,8902753-53,25,13.14
823499,13/4/2021,Apr-21,3403434,5003269-69,21024558,25,8755921-21,25,10.22
823500,13/4/2021,Apr-21,3403434,5003269-69,21024558,26,8755761-61,25,12.66
823501,13/4/2021,Apr-21,3403434,5003269-69,21024558,27,8803271-71,25,12.66
823502,13/4/2021,Apr-21,3403434,5003269-69,21024558,28,8803261-61,25,12.66
823503,13/4/2021,Apr-21,3403434,5003269-69,21024558,30,875593-93,25,41.85
823504,13/4/2021,Apr-21,3403434,5003269-69,21024558,31,8757131-31,25,17.52
823505,13/4/2021,Apr-21,3403434,5003269-69,21024558,32,8757121-21,25,17.52
823506,13/4/2021,Apr-21,3403434,5003269-69,21024558,33,982898-98,30,81.77
823507,13/4/2021,Apr-21,3403434,5003269-69,21024558,34,8022932-32,20,39.04
823508,13/4/2021,Apr-21,3403434,5003269-69,21024558,35,8481541-41,20,31.93
823734,13/4/2021,Apr-21,3403434,5029913-13,21024570,1,918777-77,720,1171.44
823735,13/4/2021,Apr-21,3403434,5029913-13,21024570,2,950359-59,3600,5686.2
823736,13/4/2021,Apr-21,3403434,5029913-13,21024570,3,830622-22,1800,2736.18
832548,14/4/2021,Apr-21,3403434,5002915-15,21024808,1,8128741-41,60,111.56
832549,14/4/2021,Apr-21,3403434,5002915-15,21024808,2,8871631-31,20,34.07
832550,14/4/2021,Apr-21,3403434,5002915-15,21024808,3,8695976-76,30,60.16
832551,14/4/2021,Apr-21,3403434,5002915-15,21024808,4,8022921-21,20,19.86
832552,14/4/2021,Apr-21,3403434,5002915-15,21024808,5,8128704-04,30,29.35
832553,14/4/2021,Apr-21,3403434,5002915-15,21024808,6,920397-97,20,48.97
832554,14/4/2021,Apr-21,3403434,5002915-15,21024808,7,918470-70,40,25.9
832555,14/4/2021,Apr-21,3403434,5002915-15,21024808,8,8479004-04,20,32.81
832556,14/4/2021,Apr-21,3403434,5002915-15,21024808,9,964765-65,20,19.18
832557,14/4/2021,Apr-21,3403434,5002915-15,21024808,10,964764-64,20,19.18
832558,14/4/2021,Apr-21,3403434,5002915-15,21024808,11,9672961-61,20,31.15
832559,14/4/2021,Apr-21,3403434,5002915-15,21024808,12,802077-77,80,73.98
832560,14/4/2021,Apr-21,3403434,5002915-15,21024808,13,999916-16,40,51.79
832561,14/4/2021,Apr-21,3403434,5002915-15,21024808,14,992668-68,25,40.64
832562,14/4/2021,Apr-21,3403434,5002915-15,21024808,15,802070-70,20,24.73
832563,14/4/2021,Apr-21,3403434,5002915-15,21024808,16,802063-63,60,37.38
832564,14/4/2021,Apr-21,3403434,5002915-15,21024808,17,802065-65,20,12.46
832565,14/4/2021,Apr-21,3403434,5002915-15,21024808,19,992656-56,20,11.49
832566,14/4/2021,Apr-21,3403434,5002915-15,21024808,20,992657-57,20,16.06
832567,14/4/2021,Apr-21,3403434,5002915-15,21024808,21,992728-28,20,23.27
832568,14/4/2021,Apr-21,3403434,5002915-15,21024808,22,8481511-11,40,32.32
832569,14/4/2021,Apr-21,3403434,5002915-15,21024808,23,9003561-61,20,20.15
832570,14/4/2021,Apr-21,3403434,5002915-15,21024808,24,900338-38,30,34.46
832571,14/4/2021,Apr-21,3403434,5002915-15,21024808,25,8022932-32,20,39.04
832572,14/4/2021,Apr-21,3403434,5002915-15,21024808,26,943437-37,20,32.42
832573,14/4/2021,Apr-21,3403434,5002915-15,21024808,27,8308611-11,10,6.38
832574,14/4/2021,Apr-21,3403434,5002915-15,21024808,28,8308591-91,30,19.13
832575,14/4/2021,Apr-21,3403434,5002915-15,21024808,29,8308601-01,30,19.13
832576,14/4/2021,Apr-21,3403434,5002915-15,21024808,30,8308621-21,30,19.13
832577,14/4/2021,Apr-21,3403434,5002915-15,21024808,31,830864-64,50,72.77
832578,14/4/2021,Apr-21,3403434,5002915-15,21024808,32,830863-63,20,29.11
832579,14/4/2021,Apr-21,3403434,5002915-15,21024808,33,872726-26,20,12.75
832580,14/4/2021,Apr-21,3403434,5002915-15,21024808,34,872721-21,30,19.13
832581,14/4/2021,Apr-21,3403434,5002915-15,21024808,35,875582-82,25,18.86
832582,14/4/2021,Apr-21,3403434,5002915-15,21024808,36,892273-73,25,27.02
832583,14/4/2021,Apr-21,3403434,5002915-15,21024808,37,8206472-72,20,16.65
832584,14/4/2021,Apr-21,3403434,5002915-15,21024808,38,921216-16,25,40.11
832585,14/4/2021,Apr-21,3403434,5002915-15,21024808,39,1199005728-28,24,39.84
832586,14/4/2021,Apr-21,3403434,5002915-15,21024808,40,875593-93,25,41.85
832587,14/4/2021,Apr-21,3403434,5002915-15,21024808,41,9202911-11,10,39.23
832588,14/4/2021,Apr-21,3403434,5002915-15,21024808,42,8803232-32,25,19.71
832589,14/4/2021,Apr-21,3403434,5002915-15,21024808,43,8755921-21,25,10.22
832590,14/4/2021,Apr-21,3403434,5002915-15,21024808,44,933872-72,10,12.56
832591,14/4/2021,Apr-21,3403434,5002915-15,21024808,45,964859-59,20,24.73
832592,14/4/2021,Apr-21,3403434,5002915-15,21024808,46,996715-15,20,40.69
832593,14/4/2021,Apr-21,3403434,5002915-15,21024808,47,978004-04,12,24.71
832594,14/4/2021,Apr-21,3403434,5002915-15,21024808,48,841800-00,25,78.25
832930,14/4/2021,Apr-21,3403434,5003269-69,21024819,1,990157-57,1,311.85
832931,14/4/2021,Apr-21,3403434,5003269-69,21024819,2,951367-67,1,474.03
833272,14/4/2021,Apr-21,3403434,5029913-13,21024753,1,802052-52,1200,1236.84
833273,14/4/2021,Apr-21,3403434,5029913-13,21024753,2,802051-51,1200,1236.84
833274,14/4/2021,Apr-21,3403434,5029913-13,21024753,3,802054-54,1200,1236.84
833275,14/4/2021,Apr-21,3403434,5029913-13,21024753,4,802063-63,560,453.26
833276,14/4/2021,Apr-21,3403434,5029913-13,21024753,5,8128741-41,5040,12174.12
833277,14/4/2021,Apr-21,3403434,5029913-13,21024753,6,875586-86,700,982.66
833278,14/4/2021,Apr-21,3403434,5029913-13,21024753,7,875711-11,500,727.15
833279,14/4/2021,Apr-21,3403434,5029913-13,21024753,8,1199005728-28,576,1242.03
833280,14/4/2021,Apr-21,3403434,5029913-13,21024753,9,875593-93,950,2174.55
833281,14/4/2021,Apr-21,3403434,5029913-13,21024753,10,802078-78,400,505.88
833282,14/4/2021,Apr-21,3403434,5029913-13,21024753,11,830865-65,600,1134.42
833283,14/4/2021,Apr-21,3403434,5029913-13,21024753,12,802064-64,1120,906.53
833284,14/4/2021,Apr-21,3403434,5029913-13,21024753,13,802077-77,2880,3642.34
833285,14/4/2021,Apr-21,3403434,5029913-13,21024753,14,8803271-71,1400,920.64
833286,14/4/2021,Apr-21,3403434,5029913-13,21024753,15,875710-10,700,579.88
833287,14/4/2021,Apr-21,3403434,5029913-13,21024753,16,880409-09,600,937.14
833288,14/4/2021,Apr-21,3403434,5029913-13,21024753,17,9202962-62,375,955.65
833289,14/4/2021,Apr-21,3403434,5029913-13,21024753,18,8871292-92,1120,1883.84
833290,14/4/2021,Apr-21,3403434,5029913-13,21024753,19,893133-33,380,579.08
833291,14/4/2021,Apr-21,3403434,5029913-13,21024753,20,897785-85,560,708.23
833292,14/4/2021,Apr-21,3403434,5029913-13,21024753,21,902126-26,1120,1883.84
833293,14/4/2021,Apr-21,3403434,5029913-13,21024753,22,905470-70,500,727.15
833294,14/4/2021,Apr-21,3403434,5029913-13,21024753,23,9078342-42,240,505.37
833295,14/4/2021,Apr-21,3403434,5029913-13,21024753,24,935588-88,1120,3300.3
833296,14/4/2021,Apr-21,3403434,5029913-13,21024753,25,942103-03,560,1218.17
833297,14/4/2021,Apr-21,3403434,5029913-13,21024753,26,964809-09,300,561.51
833298,14/4/2021,Apr-21,3403434,5029913-13,21024753,27,9672961-61,1600,3237.6
833299,14/4/2021,Apr-21,3403434,5029913-13,21024753,28,992668-68,1400,2956.8
833300,14/4/2021,Apr-21,3403434,5029913-13,21024753,29,999916-16,1120,1883.84
833301,14/4/2021,Apr-21,3403434,5029913-13,21024753,30,8871561-61,840,977.34
833302,14/4/2021,Apr-21,3403434,5029913-13,21024753,31,8022932-32,1400,3549.98
833303,14/4/2021,Apr-21,3403434,5029913-13,21024753,32,896049-49,150,571.01
833304,14/4/2021,Apr-21,3403434,5029913-13,21024753,33,841360-60,432,631.02
833305,14/4/2021,Apr-21,3403434,5029913-13,21024753,35,920293-93,375,777.79
833306,14/4/2021,Apr-21,3403434,5029913-13,21024753,36,937508-08,520,1584.91
833307,14/4/2021,Apr-21,3403434,5029913-13,21024753,37,888681-81,336,813.76
833308,14/4/2021,Apr-21,3403434,5029913-13,21024753,38,8755831-31,500,1751.55
833309,14/4/2021,Apr-21,3403434,5029913-13,21024753,39,875582-82,700,686.14
846643,15/4/2021,Apr-21,3403434,5003474-74,21024966,1,8128741-41,120,223.13
846644,15/4/2021,Apr-21,3403434,5003474-74,21024966,2,830863-63,40,58.22
846645,15/4/2021,Apr-21,3403434,5003474-74,21024966,3,802063-63,20,12.46
846646,15/4/2021,Apr-21,3403434,5003474-74,21024966,4,8308581-81,40,25.5
846647,15/4/2021,Apr-21,3403434,5003474-74,21024966,5,902126-26,80,103.58
846648,15/4/2021,Apr-21,3403434,5003474-74,21024966,6,802077-77,140,129.47
846649,15/4/2021,Apr-21,3403434,5003474-74,21024966,7,8922912-12,20,25.9
846650,15/4/2021,Apr-21,3403434,5003474-74,21024966,9,802078-78,80,73.98
846651,15/4/2021,Apr-21,3403434,5003474-74,21024966,10,9649051-51,100,129.96
846652,15/4/2021,Apr-21,3403434,5003474-74,21024966,11,8575614-14,12,18.22
